NUMBER,Genus,SPECIES,SUBSPECIES,MORPHOTYPE,HERBARIUM,COLLECTOR,COLNUMBER,COUNTRY,LATITUDE,DLATITUDE,LONGITUDE,DLONGITUDE,ELEVATION,PLHEIGHT,STEMHEIGHT,STEMDIAMETER,INTERNODE,LEAFNUMBER,SHEATH,PETIOLE,RACHISLEN,RACHISWID,NODIVISIONS,BASPINLEN,BASPINWID,BASPINANG,APINLEN,APINWID,APINANG,ORDERS,PROPHYLL,PEDBRACT,DISTANCE,PEDUNCLELEN,PEDUNCLEWID,NORACHILLAE,RACHILLLEN,RACHILLWID,FRUITLEN,FRUITDIAM,STEMBRANCH,INTERNOD,INTERCOLOR,LEAFDIVI,PLICATE,BLADEBASE,PETCOLOR,VEINADAX,VENATION,INFLOBRAN,BRACTS,PROPHYLLS,PROSURFACE,RIDGED,PEDUNCBRACT,RACHSURFACE,RACHRUGOS,RACHNARROW,PITARRANG,PITINSIDE,PROXLIP,PROXRECURV,HOOD,LIPCOLOR,LIPSCUPUL,DISTALIP,PETALS,STAMFLS,STAMENNO,CONNECT,ANTHERS,GYNO,PISTFLS,STAMTUBES,STAMTUBPER,STIPITATE,CONICAL,SPLITTING,SPINY,BUMPY,OPERC,SCULPT,PORES
90,Geonoma,pohliana,weddelliana,x pohliana?,NY,"Sant'Ana, S.",311,Brazil,13.36,-13.6,39.43,-39.71,,2.3,,,,,,,42,2.9,12,,1.5,55,27.5,5.9,,2,,,,14,3.5,11,19,1.5,,,,,,2,1,1,2,1,2,2,,,,,,2,1,2,2,2,2,1,2,2,1,2,2,2,,,,2,2,1,2,1,1,1,2,2,1,,
60,Geonoma,pohliana,weddelliana,x pohliana?,NY,"Thomas, W.",9251,Brazil,13.36,-13.6,39.43,-39.71,550,2.5,,,,,,61,40,3.2,3,48,2,60,,9.8,26,2,14.7,,1.3,12.8,5.6,13,21.2,2.2,9.9,8.4,,,,2,1,1,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,,,,2,2,1,2,1,1,1,2,2,1,,
188,Geonoma,pohliana,wittigiana,,BH,"Araujo, D.",2069,Brazil,22.16,-22.26,42.31,-42.53,,,,,,,10,17,30.5,2,6,21.2,2.2,48,13.5,9,36,1,9.9,,,15.2,1.9,10,12.5,1.9,7.3,6.1,,,,2,1,1,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,1,1,2,,,,,,,,,,1,1,1,2,2,1,1,1
302,Geonoma,pohliana,wittigiana,,RB,"Bovini, M.",,Brazil,23.19,-23.31,44.36,-44.6,175,,2,1.14,1.2,,,,41,4.1,4,39,4,50,23,15,30,1,,,2.5,13.5,2.6,8,13,2,10.7,7,,2,1,2,1,1,2,1,2,2,,,,,,2,1,2,2,2,2,1,2,1,1,2,,2,,,,,,,,1,1,1,2,2,,,
418,Geonoma,pohliana,wittigiana,,MBML,"Brade, A.",16345,Brazil,,,,,,,1.1,0.58,0.8,,,,20,1.6,3,14,2,47,8.5,7,30,1,,,,,1.7,8,7.5,1.7,,,,2,1,2,1,1,2,1,2,2,,,,,,2,1,2,2,2,2,1,2,1,1,2,,,,,,,,,,,,,,,,,
281,Geonoma,pohliana,wittigiana,,RB,"de Lima, H.",3496,Brazil,22.33,-22.55,42.3,-42.5,1100,1.5,,,,,6.5,22,21,2.6,3,16.5,2.5,52,16,4.3,35,1,,,2.8,12.5,2,8,12.2,1.4,,,,,,2,1,1,2,1,2,2,,,,,,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,1,,,,,,,,,,,,
308,Geonoma,pohliana,wittigiana,,RB,"Leitman, P.",79,Brazil,22.1,-22.16,43.35,-43.58,,,,0.89,0.7,,7.5,12.5,25.5,2.5,3,23,3.5,50,16.5,8,36,1,,,2,11,2,9,10.3,1.9,,,,2,1,2,1,1,2,1,2,2,,,,,,2,1,2,2,2,2,1,2,1,1,2,,,,,,,,,,,,,,,,,
369,Geonoma,pohliana,wittigiana,,SP,"Martinelli, G.",11792,Brazil,,,,,1175,,,0.81,0.8,,,,,2.2,3,,3,47,,,,1,,,2.4,14,1.8,6,8,1.6,,,2,2,1,2,1,1,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,1,1,2,,,,,,,,,,,,,,,,,
283,Geonoma,pohliana,wittigiana,,RB,"Martinelli, G.",12042,Brazil,22.33,-22.55,42.3,-42.5,1175,2,,0.77,1,,,,30.5,2.9,4,23,3.5,42,15.5,8,33,1,,,3.3,14,2.5,8,9.7,2.1,7.8,7,,2,1,2,1,1,2,1,2,2,,,,,,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,1,,2,1,2,1,1,1,2,2,,,
282,Geonoma,pohliana,wittigiana,,RB,"Martinelli, G.",12246,Brazil,22.33,-22.55,42.3,-42.5,,,,0.67,1,,7,,29.5,2.2,3,20,3.2,51,15,,26,1,,,2,11.7,1.6,8,6,1.5,,,,2,1,2,1,1,2,1,2,2,,,,,,2,1,2,2,2,2,1,2,1,1,2,,,,,,,,,,,,,,,,,
284,Geonoma,pohliana,wittigiana,,RB,"Seele, C.",299,Brazil,22.26,-22.43,43,-43,1265,2.5,,,,,,,21,2,5,14,2,50,12,3.7,36,2,,,1.5,8.5,1.8,8,7.3,1.4,,,,,,2,1,1,2,1,2,2,,,,,,2,1,2,2,2,2,1,2,1,1,2,,,,,,,,,,,,,,,,,
309,Geonoma,pohliana,wittigiana,,RB,"Vaz, A.",660,Brazil,,,,,1100,1.5,,,,,,,30.5,3.2,4,19.5,1.7,39,,7.5,25,1,10,,,,2.6,9,11.5,1.7,,,,,,2,1,1,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,1,1,2,,,,,,,,,,,,,,,,,
419,Geonoma,pohliana,wittigiana,ES,MBML,"Kollmann, L.",6214,Brazil,20.04,-20.06,40.43,-40.71,700,2.3,,0.83,1,,8.5,10,16,1.9,3,24.5,6,57,16.6,6,21,1,4.7,4,1,7.5,1.9,4,7,2.6,,,,2,1,2,1,1,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,1,1,2,,,,,,,,,,,,,,,,,
417,Geonoma,pohliana,wittigiana,ES,MBML,"Kollmann, L.",9590,Brazil,20.04,-20.06,40.43,-40.71,,2,,0.85,1.5,,,21,17,1.8,3,22.5,1,37,13.7,7.7,19,1,7.7,,0.8,10.4,1.8,3,6,2.3,,,,2,1,2,1,1,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,1,1,2,,,,,,,,,,,,,,,,,
372,Geonoma,pohliana,wittigiana,MG,SP,"Cordeiro, I.",1691,Brazil,20.14,-20.23,42.54,-42.9,,1.5,,0.73,2,,14.5,28,21.2,1.8,3,23.5,1.5,72,19,7,25,1,,,2.7,7.5,1.8,6,8.5,1.2,,,,2,1,2,1,1,2,1,2,2,,,,,,2,1,2,2,2,2,1,2,1,1,2,,,,,,,,,,,,,,,,,
14,Geonoma,poiteauana,,,NY,"Aymard, G.",8161,Venezuela,3.08,3.13,65.27,-65.45,180,1,,,,,,,40.5,3.2,2,,,6,,,,0,,,,,1.8,1,9.2,3.8,,,,,,2,1,1,2,2,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,2,2,1,2,2,2,,
264,Geonoma,poiteauana,,,NY,"Balick, M.",936,Brazil,8,-8,55,-55,,1.5,,,,,,,63.5,,,64,21,,,,20,0,,,0.6,,3.7,1,17,,,,,,,,1,,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,,,,,,,,
72,Geonoma,poiteauana,,,NY,"Blanc, P.",9391,French Guian,4.56,4.93,53.02,-53.03,0,,,,,,,,,4.4,1,,,7,,,,0,,,,,2.8,1,14,5.5,,,,,1,1,1,1,2,2,2,1,1,,,,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,2,2,1,2,2,2,,
73,Geonoma,poiteauana,,,NY,"Clarke, D.",2205,Guyana,2.04,2.06,59.04,-59.06,230,1.5,,,,,,,74,5.9,1,,,11,,,,0,9,,,71.7,,1,,5.3,,,,,,1,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,2,2,1,2,2,2,,
71,Geonoma,poiteauana,,,NY,"Clarke, D.",2256,Guyana,2.04,2.06,59.17,-59.28,240,0.5,,,,,,,46.5,3.4,1,,,,,,,0,,,,,3.6,1,14.2,5.4,9.2,7.3,,,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,2,2,1,2,2,2,,
142,Geonoma,poiteauana,,,NY,"Clarke, D.",4390,Guyana,2.05,2.08,59.14,-59.23,240,,,,,,,,70,3.4,3,,26,11,,,17,0,12.4,24.8,0.7,119.5,3.2,1,13.5,5,9.5,7.5,,,,2,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,2,2,1,2,2,2,,
18,Geonoma,poiteauana,,,NY,"Clarke, D.",7597,Guyana,1.23,1.38,58.56,-58.93,245,1,,,,,,,67.5,4.7,2,56,18.7,12,,,19,0,,,,,2.4,1,11.3,4,,,,,,2,1,1,2,2,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,,,,,,,,
16,Geonoma,poiteauana,,,NY,"Clarke, D.",8464,Guyana,1.33,1.55,59.14,-59.23,425,0.5,,,,,12,26.7,42,3.8,2,,10.5,,,23,10,0,6,19,0.7,63,3.3,1,12,5.3,,,,,,2,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,,,,,,,,
67,Geonoma,poiteauana,,,NY,"de Granville, J.-J.",1993,Surinam,2.29,2.48,54.45,-54.75,300,,,,,,,,79.5,5,3,,14.5,5,30,19,16,0,,,,,2.7,1,11.5,4.3,,,,,1,2,1,1,2,2,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,,,,,,,,
17,Geonoma,poiteauana,,,NY,"de Granville, J.-J.",12611,Surinam,2.27,2.45,54.31,-54.51,200,,,,,,,,,,,,,,,,,0,,,,77,3.3,1,15.5,5.5,,,,,1,,1,,2,2,2,1,1,,,,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,,,,,,,,,
66,Geonoma,poiteauana,,,NY,"Dick, C.",154,Brazil,2.25,2.41,59.54,-59.9,85,,,,,,,,45.5,4.6,3,42,9,17,,13,23,0,,,,,3.7,1,20,5.8,,,,,,2,1,1,2,2,2,1,1,,,,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,2,2,1,2,2,2,,
6,Geonoma,poiteauana,,,NY,"Henkel, T.",3302,Guyana,2.2,2.33,58.22,-58.36,150,1.2,,,,,,,,,,,,,34.5,10,19,0,,,,,3.2,1,12.4,5.6,7.9,6.5,,,1,,1,1,2,2,2,1,1,,,,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,2,2,1,2,2,2,,
70,Geonoma,poiteauana,,,NY,"Irwin, H.",47627,French Guian,3.4,3.66,52.01,-52.02,,,,,,,,,,3.2,1,,,10,,,,0,,,,,1.3,1,,3.1,8.1,6.5,,,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,2,2,1,2,2,2,,
23,Geonoma,poiteauana,,,NY,"Irwin, H.",47707,Brazil,2.53,2.88,52.22,-52.36,,2,,,,,12,20,60,3.9,2,,,10,,,23,0,9,,,83,3,1,11.5,5.3,,,,,1,2,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,,,,,,,,
25,Geonoma,poiteauana,,,NY,"Liesner, R.",13995,Venezuela,6.14,6.23,64.23,-64.38,240,,,2.14,0.2,,,,52,3.1,3,45,10,10,30,23,23,0,,,,61,2.7,1,10,3.4,9.5,7.4,,1,1,2,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,2,2,1,2,2,2,,
15,Geonoma,poiteauana,,,NY,"Maguire, B.",24117,Surinam,4,4,56,-56,,,,,,,,,67,4.8,3,,,7,,15,17,0,,28.3,2,111,3.4,1,15.5,5.6,8.2,6.4,,,,2,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,2,2,1,2,2,2,,
69,Geonoma,poiteauana,,,NY,"Maguire, B.",40822,Surinam,5,5,55,-55,,,0.1,,,,,,69.5,4.5,2,,25.2,7,36.5,31.5,15,0,,,,,2.5,1,12.8,4.4,8.8,7,,,1,2,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,2,2,1,2,2,2,,
12,Geonoma,poiteauana,,,NY,"McDowell, T.",4398,Guyana,7.35,7.58,60.35,-60.58,100,1,,,,,,,38,3.1,3,,,,33,9.5,,0,,,,,2,1,,,9,7.3,,,,2,1,1,2,2,2,1,1,,,,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,2,2,1,2,2,2,,
26,Geonoma,poiteauana,,,NY,"Mori, S.",17611,Brazil,1.21,-1.35,53.15,-53.25,,1.5,,,,,,,63,4.7,2,,21,13,37,,17,0,11.2,23,0.5,79.5,3.5,1,12.2,5.4,,,,,1,2,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,,,,,,,,
7,Geonoma,poiteauana,,,NY,"Oldeman, R.",3164,French Guian,2.3,2.5,53,-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,Geonoma,poiteauana,,,COL,"Pabón, M. ",62,Colombia,3.07,3.11,70.11,-70.18,180,,,,,,,,54,4.1,1,,,9,,,,0,,,,,3.6,1,16,5,,,,,,1,1,1,2,2,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,,,,,,,,,,,,
24,Geonoma,poiteauana,,,NY,"Pires, J.",50396,Brazil,1.09,1.15,51.52,-51.86,,1,,,,,17,18,64,4.8,1,,,8,31.5,,17,0,13.2,22,1,82,3.2,1,11.5,4.4,,,,,,1,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,,,,,,,1,1
74,Geonoma,poiteauana,,,NY,"Polak, M.",136,Guyana,7.45,7.75,60.07,-60.11,25,0.5,,,,,,,56.5,3.6,2,,,13,,,20,0,,,,,,1,8.5,3.5,8.8,7.8,,,,2,1,1,2,2,2,1,,,,,,2,1,2,,2,1,1,2,1,1,2,,,,,,,,,,2,2,1,2,2,2,,
27,Geonoma,poiteauana,,,NY,"Poole, J.",1652,Brazil,1.1,-1.16,62.3,-62.5,,2,,,,,,,44,4,1,,,12,30.2,,15,0,,,,,2.6,1,14.8,4.2,8.7,7.1,,,,1,1,1,2,2,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,2,2,3,3,2,2,2,,2,2,1,2,2,2,,
65,Geonoma,poiteauana,,,NY,"Prance, G.",1992,Brazil,1.11,-1.2,47.1,-47.18,,,,,,,,,56.5,5.6,3,,,,38,14.5,12,0,,,,,3.7,1,17.2,6,,,,,,2,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,2,2,1,2,2,2,,
362,Geonoma,poiteauana,,,MO,"Steyermark, J.",90627,Venezuela,3.53,3.88,62.46,-62.76,725,1,,,,,,,,3.3,,,,15,,,24,0,,,,,2.2,1,,3.8,,,,,,,1,1,2,2,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,,,,,,,,
13,Geonoma,poiteauana,,,NY,"Tate, G.",394,Venezuela,3.25,3.41,65.4,-65.66,250,1,,,,,,,60,5.2,3,,,14,,,,0,,,,,2.8,1,,4.8,8.8,7.3,,,,2,1,1,2,2,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,2,2,1,2,2,2,,
68,Geonoma,poiteauana,,,NY,"Tillett, S.",45713,Guyana,5.52,5.86,60.37,-60.61,550,,,,,,,,40.9,3.8,3,,10,22,,10.4,22,0,12,,,54.5,2.9,1,9,5.2,9.2,8,,,1,2,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,2,2,1,2,2,2,,
231,Geonoma,sanmartinens,,,NY,"Croat, T.",58194,Peru,5.45,-5.75,77.29,-77.48,1280,1,,,,,,,40.5,4,7,,0.9,60,,9.2,32,0,,,,,2.6,1,18.5,3.9,,,,,,2,1,1,2,1,2,1,1,2,2,2,,2,1,2,2,2,2,1,1,1,1,3,2,2,2,1,1,2,2,1,2,2,2,1,2,1,1,1,1
233,Geonoma,sanmartinens,,,MO,"Gentry, A.",45134,Peru,5.45,-5.75,77.38,-77.63,1600,1.5,,,,,,,37,2.9,3,27.7,5.3,45,,12,26,0,,,,,2.7,1,21.5,3.8,,,,,,2,1,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,2,1,1,1,1,3,2,2,,,,2,2,,2,2,2,1,2,1,1,1,1
234,Geonoma,sanmartinens,,,MO,"Gentry, A.",45395,Peru,5.45,-5.75,77.4,-77.66,1850,0.5,,,,,,,35.8,2.3,3,,6.8,40,,13,29,0,,,,,3,1,20.5,3.5,,,,,,2,1,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,2,1,1,1,1,3,2,2,,,,2,2,,2,,,,,,,,
232,Geonoma,sanmartinens,,,NY,"Sánchez Vega, I. ",8469,Peru,5.54,-5.9,77.23,-77.38,1370,2,,,,,,,39,3.3,3,29.5,6,46,,,,0,11,30,0.8,63,2.9,1,21.5,3.5,,,,,,2,1,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,2,1,1,1,1,3,2,2,,,,2,2,,2,2,2,1,2,1,1,,
229,Geonoma,sanmartinens,,,NY,"Sánchez Vega, I. ",8658,Peru,5.48,-5.8,77.21,-77.35,1250,1,,,,,,,41,3.5,5,27,2,52,,,,0,14.2,16,1.4,64,2.9,1,24.7,3.9,,,,,,2,1,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,2,1,1,1,1,3,2,2,2,1,1,,,1,,,,,,,,,
230,Geonoma,sanmartinens,,,NY,"Smith, D.",4417,Peru,5.5,-5.83,77.45,-77.75,1800,1,,,,,,,38,3.2,3,,5,30,,15,22,0,,,,,3.1,1,20,3.1,,,,,,2,1,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,2,1,1,1,1,3,2,2,2,1,1,2,2,1,2,2,2,1,2,1,1,1,1
46,Geonoma,santanderens,,,COL,"Bernal, R.",3483,Colombia,7.08,7.13,72.59,-72.98,1800,,1.5,0.58,2.2,,6,8,15.5,1.4,3,9.7,1.1,55,10,11,38,0,11.2,10.5,2.3,14.5,2.2,1,8,2.6,8.2,7.2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,3,2,2,2,1,2,1,1,,
44,Geonoma,santanderens,,,COL,"Bernal, R.",3534,Colombia,7.08,7.13,72.54,-72.9,1800,,1.2,,,12,7,17,18.3,1.5,4,11.5,0.8,72,7.5,7,43,0,9,,,8.8,1.5,1,5.7,2.9,,,1,,,2,1,1,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,1,2,1,1,2,,,,,,,,,,,,,,,,,
45,Geonoma,santanderens,,,COL,"Galeano, G.",6122,Colombia,6.1,6.16,73.27,-73.45,1800,,,0.93,1.2,,11,10,20,1.6,5,9.8,1.8,56,7,6.7,40,0,8,6,0.9,6.3,2,1,10,4,7.9,5.9,,2,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,1,2,1,1,2,,,,,,,2,3,2,2,2,1,2,1,1,1,1
47,Geonoma,santanderens,,,COL,"Galeano, G.",6811,Colombia,6.1,6.16,73.27,-73.45,1800,,1,0.77,1,7,,29,23.6,1.5,6,11.5,1,70,7.5,6.5,42,0,6.7,5.9,0.8,6,1.8,1,9,3.4,9.9,6.4,2,2,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,3,2,2,2,1,2,1,1,,
41,Geonoma,santanderens,,,COL,"Galeano, G.",6884,Colombia,6.1,6.16,73.27,-73.45,1800,,1.5,0.83,1.5,7,8,15.5,25,2.2,6,11,0.8,45,9,6.3,48,0,7.8,7,0.5,8,2.8,1,9.5,4.1,7.8,4.6,2,2,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,1,2,1,1,2,2,2,,,,,2,3,2,2,2,1,2,1,1,,
380,Geonoma,schizocarpa,,,MO,"Ancuash, E.",1418,Peru,4.3,-4.4,78.3,-78.5,225,3,,,,,,,,,,,,,,,,0,,,,,5.7,1,15.5,7.7,,,,,,,1,,2,1,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,1,,,,2,2,,,,,,,,,,
379,Geonoma,schizocarpa,,,MO,"Berlin, B.",214,Peru,4.28,-4.46,78.1,-78.16,,5,,,,,,,,8.7,,,1.6,82,,,,0,,,,,7.2,1,21.5,8.8,,,,,,,1,1,2,1,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,1,,,,,,,,,,,,,,,
378,Geonoma,schizocarpa,,,MO,"Berlin, B.",476,Peru,4.28,-4.46,78.1,-78.16,,,,,,,,,,,,,,,,5.5,30,0,14.5,,0.6,,6.4,1,36,9.9,,,,,,,1,,2,1,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,1,2,3,3,,2,2,,,,,,,,,
377,Geonoma,schizocarpa,,,MO,"Berlin, B.",576,Peru,4.26,-4.43,78.11,-78.18,,,,2.75,0.3,,,,92,,14,,,,,,,0,,,,93,4.6,1,,8.3,,,,1,1,,1,,2,1,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,,,2,,,,,,,,,
364,Geonoma,schizocarpa,,,MO,"Berlin, B.",964,Peru,4.2,-4.33,78.25,-78.41,,,,,,,,,88,,14,,,,,6.5,31,0,,,,,5.8,1,,11,14.7,8.8,,,,2,1,1,2,1,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,1,,,,2,2,,2,2,2,2,2,2,2,,
365,Geonoma,schizocarpa,,,MO,"Berlin, B.",1845,Peru,4.2,-4.33,78.1,-78.16,,,,,,,,,,,,,,,,,,0,,,,,4.9,1,18.5,10.1,13.3,9,,,,,1,,2,1,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,1,,,,2,2,,2,2,2,2,2,2,2,,
363,Geonoma,schizocarpa,,,MO,"Kayap, R.",361,Peru,4.15,-4.25,78.15,-78.25,,1,,,,,12,,,6.2,,,,,20,2.8,33,0,,,,,5.2,1,20,8.6,12.3,8.6,,,1,,1,1,2,1,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,1,,,,2,2,,2,2,2,2,2,2,2,,
381,Geonoma,schizocarpa,,,MO,"Kayap, R.",1212,Peru,4.3,-4.4,78.3,-78.5,,,,,,,,,,8.7,,34,0.8,51,,,,0,,,,,5.5,1,24,11.1,15.5,9.3,,,,,1,1,2,1,2,1,1,2,2,2,,2,1,2,2,2,1,1,2,1,1,2,2,1,,,,2,2,,2,2,2,2,2,2,2,1,1
368,Geonoma,schizocarpa,,,MO,"Kujikat, A.",332,Peru,4.3,-4.5,78.3,-78.5,225,1,,,,,,,,,,,,,,,,0,,,,,,1,,10.9,,,,,,,1,1,2,1,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,1,,,,2,2,2,,,,,,,,,
382,Geonoma,schizocarpa,,,MO,"Kujikat, A.",434,Peru,4.3,-4.4,78.3,-78.5,225,1,,,,,,,,,,,,,,,,0,,,,,6.1,1,,11.5,,,,,,,1,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,2,3,3,,,2,,,,,,,,,
415,Geonoma,schottiana,,,MBML,"Abrahão, G.",5815,Brazil,20.25,-20.41,41.5,-41.83,1600,4.5,,,,,,,,5.8,,,,,23.5,4.5,22,1,,,,,3.5,11,22,1.9,,,,,,2,1,1,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,,,,,,,,,,,,,,,,,
346,Geonoma,schottiana,,,SPF,"Affonso, P.",307,Brazil,23.59,-23.98,46.44,-46.73,,,2.5,,,,,,70,3.9,20,,0.4,,,3.5,20,,,,,,,,,1.2,,,,,,2,1,1,2,1,1,2,,,,,,2,1,2,2,2,2,1,2,2,1,2,,,,,,,,,,,,,,,,,
179,Geonoma,schottiana,,,BH,"Carauta, J.",1527,Brazil,22.58,-22.98,43.13,-43.23,700,,,,,,,,,,,,,,,,,,,,,,,,20.5,1.5,7.4,6.5,,,,2,1,1,2,1,1,,,,,,,2,1,2,2,2,2,1,2,2,1,2,2,2,,,,2,2,,2,1,1,1,2,2,1,1,1
181,Geonoma,schottiana,,,BH,"Carauta, J.",2208,Brazil,22.34,-22.58,42.16,-42.28,,,,,,,,,,,,,,,,,,,,,,,,,28.5,2.2,8.2,6.2,,,,2,1,1,2,1,1,,,,,,,2,1,2,2,2,2,1,2,2,1,2,2,2,,,,2,2,,2,1,1,1,2,2,1,,
190,Geonoma,schottiana,,,BH,"Carauta, J.",2539,Brazil,22.34,-22.58,42.16,-42.28,,,,,,,,,47.5,5.3,10,,2.1,52,,9.2,28,2,,,,,5.1,13,17.5,2.1,,,,,,2,1,1,2,1,1,2,,,,,1,2,1,2,2,2,2,1,2,2,1,2,2,2,,,,2,2,1,,,,,,,,,
155,Geonoma,schottiana,,,US,"Dusén, P. ",12136,Brazil,25.12,-25.2,50.04,-50.06,,,,,,,,,,5.1,,17.5,0.3,69,,,,,,,,,,,18,2.1,,,,,,2,1,1,2,1,1,,,,,,,2,1,2,2,2,2,1,2,2,1,2,2,2,,,,2,2,,2,,,,,,,,
176,Geonoma,schottiana,,,BH,"Eiten, G.",6397,Brazil,23.47,-23.78,46.19,-46.31,800,2,,,,,,,52,4,24,19,0.3,60,15.5,1.1,16,2,,25.5,,,2.9,19,19,1.3,8.5,7.3,,,,2,1,1,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,1,2,1,1,1,2,2,1,,
175,Geonoma,schottiana,,,BH,"Eiten, G.",7826,Brazil,22.56,-22.93,43.59,-43.98,50,,,,,,,56.5,67,5.5,34,,0.3,36,,0.6,17,,22,,,,,,,,,,,,,2,1,1,2,1,1,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,1,1,1
217,Geonoma,schottiana,,,F,"Farney, C.",251,Brazil,21.38,-21.65,41.43,-41.73,1000,2,,,,,,,73,4.5,27,31,0.6,40,18,2,16,2,29.5,27.5,15.5,52,6.9,45,22,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,Geonoma,schottiana,,,MBML,"Fernandes, H.",3073,Brazil,19.09,-19.15,40.03,-40.05,,3,2,,,10,,,51,4.4,21,27,0.5,52,24,2,25,1,19,16,10.3,21.5,5.7,11,22,2.5,,,,,,2,1,1,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,,,,,,,,,,,,,,,,,
