"measurementID","measurementDeterminedBy","basisOfRecord","references"
2333,"Dudley, T.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2334,"Stein, B.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2335,"Ewan, J.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2336,"Lyra-Lemos, R.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2337,"Pinheiro, R.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2338,"Amorim, A.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2339,"Costa, J.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2340,"Harley, R.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2341,"Carvalho, A.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2342,"Kallunki, J.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2343,"Jardim, J.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2344,"Paixão, J. ","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2345,"Bello, E.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2346,"Hawkins, T.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2347,"Villarreal, D.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2348,"Evans, R.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2349,"Poll, G.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2350,"Schatz, G.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2351,"Robleto, W.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2352,"Peña, M. ","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2353,"Meave, J. ","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2354,"von Tuerckheim, H. ","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2355,"Vásquez, M. ","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2356,"Torres, R.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2357,"Liebman, F.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2358,"Bosque, C.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2359,"Lau, P.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2360,"Huber, O.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2361,"Stijfhoorn, E.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2362,"Shillingford, C.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2363,"Ernst, W.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2364,"Gunn, B.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2365,"Hill, S.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2366,"Zona, S.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2367,"Stehlé, H. ","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2368,"Lloyd, F.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2369,"Chambers, K.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2370,"Nicolson, D.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2371,"Webster, G.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2372,"Wasshausen, D.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2373,"Heyde, E.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2374,"Fendler, A.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2375,"Broadway, W.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2376,"Britton, N.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2377,"Adams, C.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2378,"Eggers, H.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2379,"Dumont, K.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2380,"McDonagh, J.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2381,"Mabberley, D.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2382,"Oersted, A.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2383,"Shattuck, O.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2384,"Ekman, E.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2385,"Fennell, T.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2386,"Monslave,","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2387,"Kujikat, A.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2388,"Ancuash, E.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2389,"Blanchet, M.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2390,"Brade, A.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2391,"Custodo Filho, A.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2392,"Hage, J.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2393,"Koczicki, C.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2394,"Krapovickas, A.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2395,"Magnago, L.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2396,"Furlan, A.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2397,"Casari, M.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2398,"Carauta, J.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2399,"Vimercat, J.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2400,"Waechter, J.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2401,"Ribas, O.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2402,"Rambo, B.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2403,"Farias, G.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2404,"Glaziou, A.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2405,"Hoehne, F.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2406,"Saldanha, J.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2407,"Giulietti, A.-M.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2408,"Arbo, M.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2409,"Guillén, R. ","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2410,"Nakajima, J.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2411,"Farinaccio, M.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2412,"Foster, P.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2413,"Hind, D.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2414,"Ezechias","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2415,"Heringer, E.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2416,"Philcox, D.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2417,"Calderón, C. ","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2418,"Juchum, F.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2419,"Itaipú Binacional","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2420,"Fothergill, M.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2421,"Zappi, D.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2422,"Zardini, E.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2423,"Macedo, A.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2424,"Stannard, B.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2425,"da Sivla, A.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2426,"Quevedo, R.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2427,"Hassler, E.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2428,"de Queiroz, L.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2429,"Menezes, N.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2430,"Saldias, M.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2431,"Viana, P.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2432,"Romero, R.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2433,"Arroyo, L.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2434,"Mullins, J.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2435,"Pereira, B.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2436,"Nadruz, M.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2437,"de Paula, C.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2438,"Paula-Souza, J.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2439,"Cardoso, S.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2440,"Andrade-Lima, D.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2441,"Barros, F.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2442,"Mayo, S.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2443,"Fraga, C.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2444,"dos Santos, R.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2445,"Castro, R.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2446,"Neruyi, E.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2447,"Forzza, R.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2448,"Schwalke","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2449,"Marqueta, R.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2450,"Jouvin, P.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2451,"Vaz, A.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2452,"Seele, C.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2453,"de Lima, H.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2454,"Leitman, P.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2455,"Bovini, M.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2456,"Fontoura, T.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2457,"Cordeiro, I.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2458,"Sylvestre, L.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2459,"Sant'Ana, S.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2460,"Polak, M.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2461,"Blanc, P.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2462,"Poole, J.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2463,"Dick, C.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2464,"Pabón, M. ","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2465,"Dusén, P. ","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2466,"Martins, H.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2467,"Poliquesi, C.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2468,"Abrahão, G.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2469,"Koortjvar, B.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2470,"Rossato, M.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2471,"Souza, D.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2472,"Affonso, P.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2473,"Simonelli, M.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2474,"Leoni, L.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2475,"Regnell, A.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2476,"Kawasaki, L.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2477,"Andrade, P.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2478,"Campos, M.  T.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2479,"Vervloet, R.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2480,"Chamas, C.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2481,"Huber, W.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2482,"Suarez, E.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2483,"Braun, A.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2484,"Agostini, G. ","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2485,"Agostini, G.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2486,"Byg, A.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2487,"Vargas, L.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2488,"Van Andel, T.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2489,"Wachter, T.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2490,"Gudiño, E. ","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2491,"Duivenvoorde, J.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2492,"Romoleroux, K.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2493,"Pitman, N.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2494,"Morales, C.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2495,"Kajekai, C.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2496,"Coelho","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2497,"Valera, A.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2498,"Kunkumas, P.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2499,"Cazalet, P.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2500,"Coello, F.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2501,"Hernández, J.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2502,"Le Prieur, F.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2503,"Wallnöfer, B. ","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2504,"Delnatte, C.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2505,"Galdames, C.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2506,"Hansen, B.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2507,"Narváez, E. ","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2508,"Gaviria, O.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2509,"Warner, R.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2510,"Seemann","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2511,"Bristan, N.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2512,"Vargas, H.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2513,"Forestry Dep","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2514,"Ribeiro, B.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2515,"Ortega, F.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2516,"Peyton, B.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2517,"Dueñas, H. ","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2518,"Killeen, T.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2519,"de Benavides, O.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2520,"Young, S.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2521,"Mondragón, M. ","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2522,"Tannebaum, B.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2523,"Vargas, W.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2524,"Dillon, M.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2525,"Alvarez, A.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2526,"Camp, W.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2527,"Montenegro, W.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2528,"Persaud, R.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2529,"Pinkus, A.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2530,"Zumbado, M.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2531,"Griggs, R.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2532,"Donzo, L.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2533,"D'Arcy, W.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2534,"INBIO","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2535,"Koptur, S.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2536,"Girón, A. ","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2537,"Correa, M.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2538,"Deago, J.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2539,"Haber, W.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
